"","CaseID","god_open","rel_groups","god_y","pct_believe","pct_nonbelieve","church","pray","gender_ident","sex_or","social_cons","econ_cons","vote2016","candidate2016","stem","age","educ","female","sbs_m","sbs_sd","crt","crtZ","pt_m","pt_sd","cred_m","cred_sd","mot_m","mot_sd","tfa_m","tfa_sd","eXtra_m","eXtra_sd","Consc_m","Consc_sd","Neuro_m","Neuro_sd","Agree_m","Agree_sd","Open_m","Open_sd","Hum_m","Hum_sd"
"711",785,"I know that God exists, and I worship Him.  I know that other gods exist, but I do not worship them.  My God is greater than all gods, even put together.  Amen.  We are all created by God, but God also has an only begotten Son named Jesus Christ, and He is in heaven.  God also has a Spirit which is the Holy Spirit of God.  They, God, Jesus, Holy Spirit are Three in One with God being the Head.","I am leaning towards Christian non-denominational Universalist, but not quite Universalist, because I do know that hell exists, and that people do go there, however, I do know that because God, and God's unconditional infinite Love is greater than anything, including hell, one day, everyone, including the people in hell, will be saved.",1,60,40,1,7,"female",NA,3,2,1,"clinton",1,35,10,1,1.28007413586111,-1.41802352659058,0,-1.19600910879151,-0.823309476211005,0.747054113279452,0.518830247465521,0.403215345562478,-0.50413203457014,1.25549209299833,-0.992041570340866,0.0196709849333133,-1.7254840078392,-0.794542754918982,-0.994954416840671,1.34182316989198,1.36818719659422,0.806748207113188,1.12404331560873,0.0522738339502235,0.0566354037514411,1.38336226840926,-1.15282976753584,1.12221008401173
"712",786,"I believe god exist and that if you believe in his existence, trust and acknowledge him he will direct your ways.","Baptist",1,70,30,6,6,"female",NA,2,2,1,"clinton",0,66,9,1,1.09635874379952,-0.0464087780243106,1,-0.820317486721556,1.37235886176069,-0.678132638194292,-1.01597620831914,-0.0516076553666977,-1.18265396926149,0.349380649666893,0.978431243918507,0.0931737118881687,-0.835371364035536,0.0238251489241735,1.58201279826448,-0.00538809827533266,-2.10690487228797,-0.741137634931864,0.581496681998496,-0.369319049820124,0.0566354037514411,0.619359065452468,0.394255042046787,1.08444839167614
"713",787,"I believe there is a god who created heaven and earth","Lutheran",1,75,25,3,6,"female",NA,4,4,1,"non",0,62,10,1,0.790166423696863,0.485472331047215,0,-1.19600910879151,2.47019303074653,-1.05039694022622,1.20096645003648,0.686063905455394,1.19217280215824,1.46891619505613,-0.00680516321117864,0.489035571854769,-1.50295584688828,1.8890582712332,0.808922633732936,0.810370031546504,0.904841587409931,2.44275999863816,0.581496681998496,0.888769797355117,0.797898148750585,-0.537992927670522,-0.931817651881178,-0.798244727250543
"714",788,"there is a God","catholic",1,95,5,5,6,"female",NA,4,4,-1,"NA",0,19,9,1,-0.189649000631629,-0.0212394355633018,2,-0.444625864651599,-1.00628183770865,-1.94912246697906,-1.6981124108901,-1.61460311079585,0.00475941644837506,-1.94694964818465,-0.253114264993601,-2.00099752257268,0.944853923571795,-0.794542754918982,-1.25265113835119,-0.074846464190925,0.209823173633492,-0.741137634931864,0.0389500483882616,0.0522738339502235,-0.437539759581321,-0.669457453849157,-1.59485399884516,-0.304906808183653
"715",789,"Undecided","Synagogue",1,83,17,4,2,"female",NA,1,2,1,"clinton",0,74,12,1,-1.59813367310384,1.39625337613682,1,-0.820317486721556,-0.823309476211005,-0.291954477218709,0.348296196822781,2.42103380192081,0.00475941644837506,1.93057448492538,0.732122142136086,0.909097729557354,1.61243840642454,0.620599587953076,1.06661935524345,0.6704080637013,-0.485195240142947,2.06988243276095,0.852769998803613,0.30072135038952,1.78624847541611,-0.537992927670522,-0.268781304917196,2.54643749185181
"716",790,"","catholic",1,30,70,4,5,"male",NA,5,6,1,"trump",0,88,12,0,-0.189649000631629,-0.407105420387919,7,1.43383224569818,0.457497054272482,-0.678132638194292,0.689364298108261,0.0736249324418559,-0.843393001915816,-1.44650058754173,0.116349387680032,-0.317107099651018,-0.167786881182787,-0.656157913738697,0.808922633732936,-0.821146228097169,-0.0218496309586545,1.34488917565898,-0.232323268416855,-0.505680438005696,-0.437539759581321,-0.669457453849157,-0.268781304917196,-0.677675270451299
"717",791,"Christian","Lutheran",1,80,20,1,7,"female",NA,5,5,1,"trump",0,61,10,1,-0.31212592867269,-0.198810416753896,2,-0.444625864651599,1.55533122325833,-0.885736083103456,1.54203455132196,-0.187789997101505,0.513650867466888,-0.879073113735244,-0.12995971410239,-0.850681371976069,-0.390315042133703,0.562117285004919,-2.54113474590376,-0.694948006226479,0.209823173633492,0.0333476418187074,0.310223365193379,-0.505680438005696,-1.67297766791323,-1.51925750985379,-0.0477691892625349,-0.798244727250543
"718",793,"I believe that there are higher powers and that there are many dimensions of life for humans to experience.  Religion was created by the Romans in order to control their people and since there have been many new sects created with many different aspects.","No religion, I'm a spiritualist and believe somewhat like the ancients.",1,80,20,1,6,"male",NA,1,3,1,"trump",0,52,9,0,0.300258711532617,1.23918984161845,0,-1.19600910879151,1.55533122325833,-0.885736083103456,-1.6981124108901,-1.61460311079585,2.20995570419527,-0.53059168751239,-0.00680516321117864,-0.39761313099884,-0.835371364035536,0.0238251489241735,1.58201279826448,-0.694948006226479,0.904841587409931,0.105429242738975,0.581496681998496,2.80942550764941,0.550810567084204,0.107985709729587,-1.59485399884516,0.222267406780215
"719",794,"Yes","Jewish",1,50,50,8,6,"female",NA,4,4,1,"trump",0,46,12,1,0.361497175553148,1.64900029014488,2,-0.444625864651599,2.65316539224417,-1.25297266739401,1.54203455132196,-0.187789997101505,-0.673762518242978,-1.06896254888285,-0.253114264993601,1.43347852751914,-0.612843203084619,-1.68907643030304,1.58201279826448,-0.694948006226479,-1.41188645851153,-0.205266590312902,1.39531663241385,-0.505680438005696,-1.67297766791323,1.25617785094609,1.27830350466543,-0.798244727250543
"720",795,"I believe there is a god","Baptist",1,70,30,7,3,"female",NA,5,4,1,"clinton",0,24,7,1,-0.557079784754814,-1.41802352659058,2,-0.444625864651599,-1.00628183770865,-1.94912246697906,0.177762146180041,-0.0516076553666977,0.852911834812564,-0.842477873083562,-0.253114264993601,-2.00099752257268,0.722325762620879,-0.656157913738697,-0.737257695330156,-0.821146228097169,0.673168782817784,-0.741137634931864,-0.503596585221973,-0.369319049820124,-0.931714922914084,-0.669457453849157,-1.3738418831905,-0.0852318510803894
"721",796,"God is real!","Church of Jesus Christ of Later day saints",1,85,15,8,7,"male",NA,7,6,1,"trump",0,90,8,0,0.422735639573678,-0.0212394355633018,0,-1.19600910879151,0.823441777267764,0.139326931776077,0.689364298108261,-1.61460311079585,-1.01302348558865,0.242681614237603,-0.499423366776022,0.0931737118881687,0.499797601669962,0.562117285004919,-0.737257695330156,0.810370031546504,-0.485195240142947,-0.205266590312902,NA,NA,0.303722985417822,0.443271654512742,0.615267157701448,-0.677675270451299
"722",797,"I believe that there is an ultimate God.","Presbyterian",1,75,25,5,6,"female",NA,3,5,1,"clinton",0,37,10,1,0.422735639573678,1.23918984161845,2,-0.444625864651599,-0.0914200302204411,1.00439099707039,-0.674908107033661,-0.509398425298141,1.36180328583108,2.28630756584994,-1.60781432479692,0.928520160378911,-1.50295584688828,-0.228309055351447,-1.5103478598617,0.469374076303181,1.83153280577852,1.65439979624012,-0.77486990202709,-0.505680438005696,0.550810567084204,0.107985709729587,-0.710805536226518,-0.304906808183653
"723",798,"","none",0,60,40,2,2,"male",NA,6,6,1,"trump",0,81,11,0,NA,NA,3,-0.0689342425816433,-0.640337114713365,0.100287052046667,-0.16330595510544,-0.187789997101505,NA,NA,0.608967591244875,0.419747481878442,-1.50295584688828,-0.228309055351447,1.839709519775,-0.821146228097169,-1.41188645851153,-1.5877045126027,-3.21632975327314,0.0522738339502235,-0.684627341247703,2.64389553134603,-1.3738418831905,2.31924815447854
"724",799,"I honestly don't know what to believe. I was raised in a Christian home, and have been saved and baptized, but lately I am starting to question everything.","None",1,70,30,2,1,"female",NA,1,2,1,"clinton",1,51,11,1,-0.924510568877998,0.136174332980769,8,1.80952386776814,-1.18925419920629,0.0198865090539073,-0.845442157676401,-0.187789997101505,1.36180328583108,0.349380649666893,-1.23835067212329,0.748784023372276,1.38991024547363,1.36633774641474,1.06661935524345,0.247008345466046,1.36818719659422,0.806748207113188,0.852769998803613,-0.505680438005696,-1.92006524957961,-0.669457453849157,1.27830350466543,-0.798244727250543
"725",800,"","",1,50,50,1,5,"male",NA,4,4,-1,"NA",1,31,9,0,0.606451031635271,0.0197306576788367,0,-1.19600910879151,-0.457364753215723,1.55475468569694,-0.504374056390921,-1.61460311079585,2.37958618786811,0.871131173649209,-0.376268815884812,-0.507483855955016,-2.17054032974103,-0.794542754918982,-0.994954416840671,-0.304776910191954,-0.0218496309586545,1.34488917565898,-1.31741653563732,1.94999618343618,-0.684627341247703,-0.131539829453846,-1.81586611449982,-0.798244727250543
"728",806,"maybe there is a god..","",1,50,50,4,5,"male",NA,4,3,1,"clinton",0,63,11,0,-0.557079784754814,-1.41802352659058,1,-0.820317486721556,-0.823309476211005,0.0198865090539073,-1.01597620831914,-0.0516076553666977,0.00475941644837506,-0.184119225304063,NA,NA,0.277269440719046,-1.68907643030304,-0.47956097381964,-0.694948006226479,-0.253522435550801,-0.741137634931864,0.310223365193379,-0.505680438005696,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"729",807,"That you should worship god","",1,50,50,2,7,"female",NA,6,6,1,"clinton",0,23,9,1,0.48397410359421,0.113593987096755,0,-1.19600910879151,0.274524692774841,0.655631572939524,-0.504374056390921,-1.61460311079585,-1.35228445293433,0.427706856696573,-0.745732468558444,1.205771260575,0.277269440719046,1.57729871940265,1.06661935524345,-1.63690435791901,0.441495978225638,2.32242040507954,0.852769998803613,-0.505680438005696,1.04498573041697,-0.669457453849157,-1.3738418831905,1.37304144298789
"730",808,"I believe in the existence of a higher authority which is good, just and supreme","",1,70,30,7,3,"female",NA,6,6,1,"third",0,64,13,1,0.422735639573678,-0.671411024887646,0,-1.19600910879151,-0.457364753215723,-0.151671413473385,NA,NA,-1.01302348558865,-1.94694964818465,NA,NA,-0.167786881182787,-0.656157913738697,1.06661935524345,-1.63690435791901,-0.253522435550801,0.542775408996944,0.310223365193379,-0.505680438005696,0.303722985417822,0.443271654512742,1.05729138901077,-1.57761794768281
"731",809,"There must be a higher power out there somewhere.","I am a recovering Catholic.",0,35,65,1,1,"male",NA,1,1,1,"clinton",0,68,10,0,-0.557079784754814,-1.41802352659058,0,-1.19600910879151,-1.73817128369921,0.835476731361122,-1.6981124108901,-1.61460311079585,-0.843393001915816,0.504662608597454,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.684627341247703,-1.51925750985379,-0.710805536226518,-1.57761794768281
"732",810,"No such thing","none",0,98,2,1,1,"male",NA,5,5,1,"trump",1,59,10,0,-2.39423370537074,-1.41802352659058,2,-0.444625864651599,-1.00628183770865,-1.94912246697906,-0.674908107033661,1.51138780006246,-0.334501550897301,3.05737864895064,-0.622577917667233,-0.0663547176969005,0.499797601669962,0.0238251489241735,1.06661935524345,-1.63690435791901,1.59986000118637,0.951996120409814,-1.04614321883221,-1.38713430761848,0.0566354037514411,0.107985709729587,-0.268781304917196,-0.0188715068182718
"733",811,"1 God","non denominational church",1,90,10,8,6,"male",NA,4,4,1,"clinton",0,55,11,0,0.973881815758456,-0.656015332942653,4,0.306757379488313,-0.823309476211005,-0.291954477218709,0.689364298108261,-1.61460311079585,-0.673762518242978,-1.73330035170981,-0.12995971410239,-0.507483855955016,-0.835371364035536,0.0238251489241735,0.551225912222421,-0.694948006226479,-0.485195240142947,-1.5877045126027,-0.503596585221973,-0.369319049820124,-0.437539759581321,0.107985709729587,-0.0477691892625349,-0.798244727250543
"735",813,"I do not believe there is an all-powerful being that controls our destinies","Raised protestant, but am secular by nature",0,25,75,1,1,"male",NA,3,5,1,"trump",0,54,12,0,-2.39423370537074,-1.41802352659058,8,1.80952386776814,1.0064141387654,-0.499971098647707,-1.6981124108901,-1.61460311079585,-1.18265396926149,-0.53059168751239,0.732122142136086,-0.261882971955678,1.83496656737546,-0.794542754918982,0.0358324692013903,0.6704080637013,0.904841587409931,0.105429242738975,0.852769998803613,-0.505680438005696,1.04498573041697,-0.669457453849157,-0.268781304917196,0.434715054460004
"736",814,"God exists and is the creator of the universe.","Christian Evangelical Church non denominational.",1,70,30,3,6,"male",NA,7,6,1,"trump",1,50,10,0,0.48397410359421,0.258394499434861,6,1.05814062362823,-1.37222656070393,-0.197183890641057,1.88310265260744,-1.61460311079585,-1.18265396926149,-0.0657425099147587,-1.11519612123208,-0.507483855955016,0.944853923571795,-0.794542754918982,0.808922633732936,-0.074846464190925,-1.41188645851153,-0.205266590312902,-0.503596585221973,0.375773431607088,0.550810567084204,1.0301426581601,-0.0477691892625349,-0.798244727250543
"737",815,"I believe in one God.","Cristian(Baptist)",1,85,15,4,6,"male",NA,5,2,1,"clinton",0,45,10,0,NA,NA,1,-0.820317486721556,0.0915523312771992,0.747054113279452,0.518830247465521,0.403215345562478,-0.843393001915816,-0.842477873083562,-0.00680516321117864,-0.711235652655492,-0.167786881182787,-0.656157913738697,0.551225912222421,0.469374076303181,-1.87523206769583,-0.610173283182143,0.581496681998496,0.888769797355117,0.797898148750585,1.42453623669601,-2.03687823015448,2.13294076754386
"738",816,"I am a Christian.  I believe that God the Father, sent his son, Jesus Christ to die for our sins, and through belief in this, we gain redemption into heaven.  I believe the Holy Ghost completes the holy trinity and is with us in Spirit to guide us through our daily lives.","I am a Christian first and foremost.  I was raised Baptist, but in my adult life have become more non-denominational, though I remain firmly seated as a Christian.",1,75,25,3,5,"male",NA,7,7,1,"trump",1,52,13,0,1.03512027977899,-0.0212394355633018,8,1.80952386776814,0.823441777267764,-0.499971098647707,1.54203455132196,-0.187789997101505,-0.843393001915816,-0.337509078326443,0.732122142136086,0.198827714183286,-1.05789952498645,-0.656157913738697,-1.25265113835119,1.72655257629275,-1.18021365391939,-0.741137634931864,0.310223365193379,1.25722730121987,1.29207331208335,-1.51925750985379,-0.710805536226518,0.626782409288613
"739",817,"I believe that Jesus Christ died on the cross for us, and washed away our sin,I also believe that he rose again.","I'm a Christian",1,60,40,7,7,"male",NA,2,4,0,"NA",0,52,10,0,1.28007413586111,-1.41802352659058,4,0.306757379488313,1.37235886176069,0.0198865090539073,0.518830247465521,1.01631027599485,0.00475941644837506,0.630062947822555,-0.00680516321117864,-1.13144024726418,0.944853923571795,1.69757340618891,1.32431607675397,-0.821146228097169,-1.18021365391939,-0.741137634931864,1.12404331560873,1.10599372640681,0.797898148750585,0.674916799820921,-1.15282976753584,-0.0188715068182718
"740",818,"yes","none",1,75,25,1,5,"female",NA,2,2,1,"clinton",0,62,9,1,-0.557079784754814,1.9897807142266,1,-0.820317486721556,1.55533122325833,1.57773117550915,-0.504374056390921,1.76185297567956,-0.673762518242978,-0.0657425099147587,0.485813040353664,-0.218935404919043,0.277269440719046,-0.228309055351447,0.0358324692013903,0.6704080637013,-0.485195240142947,0.367357946238417,1.12404331560873,0.0522738339502235,1.04498573041697,0.107985709729587,0.394255042046787,-0.0852318510803894
"741",819,"To each his own said the old man as he kissed the cow.","Methodist",1,85,15,4,2,"male",NA,5,5,1,"trump",0,56,10,0,-0.189649000631629,-0.0212394355633018,7,1.43383224569818,0.0915523312771992,1.13810110036402,0.177762146180041,1.23902311659284,-0.50413203457014,0.160849651094062,2.20997675283062,-0.545949896507661,-0.167786881182787,2.0351642445459,1.32431607675397,-0.074846464190925,-1.41188645851153,-1.5877045126027,1.12404331560873,0.0522738339502235,1.04498573041697,0.619359065452468,0.615267157701448,-0.0188715068182718
"742",820,"I Believe in the Triune God, Father Son and Holy Spirit who created the world and everything in it.        Who sent Jesus to die for the world who had broken away from him.  Who loves us.  When I die I believe I will be with Him and have everlasting life.  This is as simple as I can make it.","The Lutheran Church Missouri Synod",1,60,40,7,6,"female",NA,6,5,1,"non",0,81,9,1,0.912643351737925,1.32520597054196,0,-1.19600910879151,-0.457364753215723,-0.499971098647707,1.54203455132196,-0.187789997101505,-1.86117590395284,-0.842477873083562,-0.253114264993601,-1.04844525311429,-0.390315042133703,0.994524595849139,-0.221864252309125,0.416041915207983,-1.18021365391939,-0.741137634931864,1.12404331560873,0.0522738339502235,-0.437539759581321,-0.669457453849157,1.05729138901077,-1.57761794768281
"744",822,"There is only one God.  ""For thus says the LORD, who created the heavens (He is the God who formed the earth and made it, He established it and did not create it a waste place, but formed it to be inhabited), ""I am the LORD, and there is none else."" Isaiah 45:18","Protestant Church",1,90,10,7,7,"female",NA,6,6,1,"trump",0,45,10,1,0.912643351737925,1.32520597054196,4,0.306757379488313,0.640469415770123,0.806317821052846,1.03043239939374,-0.187789997101505,-0.50413203457014,0.917918680492054,-0.745732468558444,1.47723157866132,-0.835371364035536,2.27792240539844,1.06661935524345,-1.63690435791901,-0.485195240142947,-0.205266590312902,1.12404331560873,-1.38713430761848,1.53916089374973,-0.669457453849157,1.94133985162941,-1.57761794768281
"745",823,"There is a god.  Who, how or what form is up to an individual to decide.","none",1,85,15,2,7,"male",NA,6,6,1,"trump",0,57,11,0,-0.373364392693222,-0.442176899816687,9,2.18521548983809,-0.640337114713365,0.359745216125645,0.689364298108261,0.0736249324418559,-0.673762518242978,-2.7088819497794,-0.376268815884812,0.224457610770774,-1.7254840078392,-0.794542754918982,0.293529190711906,-0.821146228097169,-0.94854084932724,-0.610173283182143,-0.503596585221973,0.375773431607088,-0.19045217791494,0.180342602155473,-0.268781304917196,0.434715054460004
"746",824,"yes","Lutheran",1,85,15,7,5,"female",NA,4,5,1,"trump",1,63,12,1,0.667689495655802,-0.0549018302637086,6,1.05814062362823,-0.823309476211005,-0.678132638194292,-0.845442157676401,-0.187789997101505,-0.843393001915816,-0.337509078326443,-0.253114264993601,0.128974104057981,-1.50295584688828,-0.228309055351447,0.808922633732936,0.416041915207983,0.673168782817784,0.542775408996944,-0.503596585221973,-0.369319049820124,1.29207331208335,0.88434001916054,-0.268781304917196,-0.677675270451299
"747",825,"The Bible.","Christian Church",1,50,50,7,7,"male",NA,4,5,1,"third",0,27,14,0,1.03512027977899,-0.0212394355633018,6,1.05814062362823,1.18938650026305,1.00439099707039,1.20096645003648,-0.0516076553666977,0.174389900121212,0.727974472094126,2.70259495639546,-0.0958929836558958,0.0547412797681295,0.994524595849139,0.0358324692013903,-0.304776910191954,0.209823173633492,0.951996120409814,1.12404331560873,0.0522738339502235,-0.19045217791494,0.674916799820921,-0.489793420571857,1.63582016193724
"748",827,"God exists","Presbyterian Church USA",1,80,20,8,7,"male",NA,3,5,1,"non",0,68,14,0,0.361497175553148,1.49360569309452,6,1.05814062362823,0.0915523312771992,-0.291954477218709,0.177762146180041,-0.0516076553666977,-1.18265396926149,-0.0657425099147587,-0.376268815884812,1.0794942694593,-0.167786881182787,0.0999909204650784,0.808922633732936,-0.821146228097169,-1.18021365391939,-0.741137634931864,-0.232323268416855,1.94999618343618,1.29207331208335,-1.51925750985379,0.394255042046787,0.760501713613999
"749",828,"I believe that god does  existe","Presbyterians church",1,30,70,2,6,"male",NA,3,4,0,"NA",0,58,9,0,0.239020247512086,0.258394499434861,2,-0.444625864651599,0.823441777267764,-0.499971098647707,0.518830247465521,1.51138780006246,1.36180328583108,1.40577851110303,0.485813040353664,-0.494880141647198,-0.612843203084619,-1.68907643030304,-0.47956097381964,-0.00538809827533266,-0.253522435550801,0.542775408996944,0.0389500483882616,-1.38713430761848,0.0566354037514411,-0.669457453849157,-1.81586611449982,-0.0852318510803894
"750",829,"I believe in God and the Trinity","Catholic",1,70,30,7,7,"female",NA,7,7,1,"trump",1,78,13,1,NA,NA,2,-0.444625864651599,0.823441777267764,-0.499971098647707,1.20096645003648,0.686063905455394,-0.50413203457014,-0.275389121527241,-0.992041570340866,0.232935565788927,-0.167786881182787,0.620599587953076,0.808922633732936,0.416041915207983,-0.716868044735094,0.0333476418187074,0.852769998803613,0.30072135038952,-0.684627341247703,1.58377355709881,-1.15282976753584,1.12221008401173
"751",831,"Born and raised Catholic and believe in God.","Catholic.",1,85,15,7,6,"male",NA,6,6,1,"trump",0,56,12,0,0.790166423696863,0.923214872001348,0,-1.19600910879151,0.823441777267764,0.139326931776077,0.689364298108261,-1.61460311079585,-0.164871067224464,-1.44650058754173,-1.11519612123208,1.97906786170541,-0.390315042133703,1.69757340618891,1.32431607675397,-0.821146228097169,-1.18021365391939,-0.741137634931864,-0.77486990202709,2.24719310090445,-2.41424041291237,-0.669457453849157,-1.59485399884516,0.626782409288613
"752",832,"maybe","none",1,90,10,1,2,"male",NA,4,4,1,"trump",0,56,9,0,-0.189649000631629,-0.407105420387919,4,0.306757379488313,0.0915523312771992,-0.291954477218709,-1.6981124108901,-1.61460311079585,1.19217280215824,2.06407396813088,NA,NA,0.499797601669962,-0.794542754918982,-1.5103478598617,-0.694948006226479,-0.253522435550801,0.951996120409814,-0.232323268416855,0.30072135038952,-0.19045217791494,0.674916799820921,-0.489793420571857,-0.798244727250543
"753",833,"Yes - belief in one God","Catholic",1,75,25,4,3,"female",NA,5,5,1,"clinton",0,37,12,1,0.54521256761474,0.0752014768152888,4,0.306757379488313,-0.457364753215723,0.139326931776077,0.859898348751001,0.403215345562478,-0.334501550897301,0.349380649666893,0.116349387680032,-0.317107099651018,0.944853923571795,-0.794542754918982,0.808922633732936,-0.821146228097169,0.673168782817784,-0.741137634931864,0.0389500483882616,-1.38713430761848,-0.684627341247703,-0.131539829453846,-1.81586611449982,-0.798244727250543
"755",835,"I believe","Baptist",1,65,35,4,3,"male",NA,6,6,1,"trump",0,73,10,0,0.606451031635271,-0.960818610401825,3,-0.0689342425816433,-1.18925419920629,-1.25297266739401,-0.333840005748181,-0.509398425298141,-2.20043687129852,-0.432733175185095,-0.253114264993601,-2.00099752257268,-0.612843203084619,0.376760602825648,-0.994954416840671,-1.63690435791901,-0.716868044735094,0.0333476418187074,-2.13123648605268,0.0522738339502235,-0.931714922914084,-0.669457453849157,0.394255042046787,0.760501713613999
"756",836,"I think there is a God. I think his son died that we might have a chance to be with him again.","The Church of Jesus Christ of LDS (Mormons)",1,80,20,7,7,"male",NA,6,6,1,"trump",0,71,11,0,1.09635874379952,-0.0464087780243106,0,-1.19600910879151,1.18938650026305,-0.556822867808968,-0.16330595510544,-0.187789997101505,-0.843393001915816,-0.337509078326443,0.732122142136086,1.06102961684331,0.277269440719046,1.57729871940265,0.293529190711906,0.416041915207983,-0.485195240142947,-1.5877045126027,0.310223365193379,-0.505680438005696,-0.437539759581321,1.0301426581601,1.94133985162941,-1.57761794768281
"757",837,"I believe in the existence of God","non religious",1,70,30,4,7,"male",NA,5,5,1,"trump",0,73,12,0,0.973881815758456,-0.012949842958877,1,-0.820317486721556,1.92127594625361,-0.197183890641057,0.859898348751001,-0.509398425298141,1.0225423184854,0.847567070376467,0.116349387680032,-0.990663268819681,0.499797601669962,0.562117285004919,-0.737257695330156,-0.821146228097169,0.904841587409931,-0.610173283182143,-0.232323268416855,-0.505680438005696,-0.19045217791494,-0.537992927670522,0.173242926392126,0.222267406780215
"758",838,"","Catholic",1,95,5,4,6,"female",NA,6,5,1,"trump",0,74,9,1,0.422735639573678,-0.0212394355633018,3,-0.0689342425816433,0.0915523312771992,-1.25297266739401,0.689364298108261,0.0736249324418559,0.00475941644837506,0.242681614237603,-0.745732468558444,-0.901084904194695,0.0547412797681295,-0.794542754918982,-1.25265113835119,-0.074846464190925,-0.716868044735094,0.0333476418187074,0.852769998803613,-0.505680438005696,-0.437539759581321,-0.669457453849157,0.173242926392126,-1.57761794768281
"760",840,"Creo que ahí un solo Dios","Católica",1,70,30,5,6,"male",NA,5,4,1,"clinton",0,42,8,0,0.055304855450494,0.509721663519902,1,-0.820317486721556,-1.18925419920629,-1.25297266739401,-0.504374056390921,0.0736249324418559,1.19217280215824,-1.58558678044292,-0.745732468558444,-0.901084904194695,1.61243840642454,-0.656157913738697,-0.737257695330156,-0.074846464190925,-0.253522435550801,-0.741137634931864,-0.77486990202709,0.831142618349937,0.0566354037514411,0.619359065452468,-0.0477691892625349,-0.798244727250543
"761",841,"","Baptist",1,70,30,7,6,"female",NA,4,4,1,"trump",0,33,9,1,0.728927959676332,0.312926349599583,0,-1.19600910879151,0.0915523312771992,0.528492828122755,-1.6981124108901,-1.61460311079585,0.174389900121212,0.727974472094126,-0.376268815884812,-0.507483855955016,-0.835371364035536,1.36633774641474,1.32431607675397,-0.821146228097169,1.36818719659422,1.1771713319769,-0.232323268416855,0.30072135038952,-2.41424041291237,0.619359065452468,1.05729138901077,-1.57761794768281
"763",843,"Not sure. Tough question.","Catholic",1,80,20,2,2,"male",NA,5,5,1,"trump",0,29,11,0,-0.434602856713752,-0.808416971672239,2,-0.444625864651599,-1.00628183770865,-0.885736083103456,1.88310265260744,-1.61460311079585,-0.843393001915816,-0.842477873083562,-1.11519612123208,-0.229574676828596,0.722325762620879,-0.656157913738697,-1.5103478598617,-0.694948006226479,0.209823173633492,-0.741137634931864,-1.04614321883221,0.0522738339502235,-0.19045217791494,0.180342602155473,-0.489793420571857,-0.798244727250543
"765",845,"No","None",0,60,40,1,1,"male",NA,7,7,0,"NA",0,52,9,0,-1.65937213712437,1.02040269308279,4,0.306757379488313,-2.28708836819213,-0.445267020859299,1.7125686019647,-0.509398425298141,0.344020383794051,0.427706856696573,0.362658489462454,1.36116566990877,-1.28042768593737,0.0238251489241735,-0.737257695330156,-0.074846464190925,-0.485195240142947,0.806748207113188,-2.94505643646803,-0.505680438005696,0.797898148750585,-0.537992927670522,-1.59485399884516,2.02215276124324
"766",846,"I believe in the power of nature","Catholic Church",1,90,10,1,2,"female",NA,2,2,-1,"NA",0,55,13,1,-0.31212592867269,1.23918984161845,3,-0.0689342425816433,0.823441777267764,-0.964617978962575,-1.18651025896188,0.686063905455394,0.683281351139727,0.504662608597454,1.34789489659214,0.928520160378911,1.83496656737546,-0.794542754918982,-0.737257695330156,0.810370031546504,1.36818719659422,0.806748207113188,1.12404331560873,-1.38713430761848,1.04498573041697,-0.669457453849157,0.615267157701448,0.434715054460004
"767",847,"","Christian",1,60,40,2,3,"male",NA,5,6,1,"trump",1,57,10,0,-0.31212592867269,-0.671411024887646,6,1.05814062362823,NA,NA,-0.504374056390921,-1.61460311079585,0.683281351139727,-0.337509078326443,-0.253114264993601,-2.00099752257268,0.277269440719046,-1.68907643030304,-0.994954416840671,-1.63690435791901,0.441495978225638,-1.5877045126027,-1.04614321883221,-1.38713430761848,-0.437539759581321,-0.669457453849157,-0.710805536226518,-0.304906808183653
"768",848,"I believe there is one true God, Jehovah.","Jehovah's Witnesses.",1,70,30,8,7,"male",NA,7,4,0,"NA",0,34,9,0,0.54521256761474,2.23961580291947,0,-1.19600910879151,1.73830358475597,2.22777633053121,1.88310265260744,-1.61460311079585,2.88847763888662,0.427706856696573,2.70259495639546,3.21634612927832,-2.39306849069195,-1.68907643030304,-0.994954416840671,4.01483375223615,0.209823173633492,3.8329683804193,2.2091365828292,-1.38713430761848,2.28042363874887,-1.51925750985379,-3.36295092408245,-1.57761794768281
"769",849,"i believe there is a God","none",1,50,50,1,2,"male",NA,5,4,-1,"NA",0,28,9,0,0.177781783491556,-0.0894168424860648,2,-0.444625864651599,-0.457364753215723,1.21561668470799,-1.01597620831914,-0.0516076553666977,2.04032522052243,0.555239648093889,-1.11519612123208,0.928520160378911,0.0547412797681295,0.562117285004919,0.0358324692013903,0.247008345466046,1.13651439200208,-0.741137634931864,-1.04614321883221,0.0522738339502235,0.550810567084204,1.98455788170911,-2.03687823015448,-0.0188715068182718
